0;15649;7;4;11;6;8;19;23;17;28;22;14;16;18;25;20;26;24;29;27;12;10;13;5;15;21;9;2;3;0;1
1;15648;11;12;23;27;28;14;26;29;17;7;16;18;24;19;22;25;10;8;4;20;5;21;13;6;15;9;3;2;1;0
2;15647;8;23;19;28;26;18;27;16;13;25;15;22;29;17;24;21;11;20;14;7;12;6;9;10;4;5;3;2;1;0
3;15642;27;29;24;28;26;16;23;25;21;22;17;20;14;19;12;18;11;15;9;10;13;8;7;5;6;4;3;2;1;0
4;6673;27;29;26;23;28;25;24;22;19;16;21;17;20;11;12;18;14;15;13;10;9;6;8;7;5;4;3;2;1;0
5;12334;26;27;29;28;24;23;20;22;19;25;16;21;18;17;15;13;10;14;12;11;9;7;8;6;5;4;3;2;1;0
6;15646;27;28;26;29;25;23;21;24;18;19;22;20;17;16;15;14;13;12;11;10;8;9;7;6;5;4;3;2;1;0
7;15645;28;29;26;25;19;23;27;24;21;22;20;18;17;15;16;13;14;12;11;10;8;9;7;6;5;4;3;2;1;0
8;15590;27;29;28;26;24;25;23;22;16;20;21;19;17;18;14;15;13;12;11;10;9;8;7;6;5;4;3;2;1;0
9;14894;27;29;24;28;26;23;25;22;21;17;20;16;19;18;14;15;13;12;9;11;10;8;7;6;5;4;3;2;1;0
10;14894;29;28;26;27;24;25;23;22;21;20;19;16;18;17;15;14;13;12;11;10;9;8;7;6;5;4;3;2;1;0
11;9959;29;27;28;26;25;24;23;22;20;21;19;16;18;17;15;14;12;13;11;10;9;8;7;6;5;4;3;2;1;0
12;15643;29;27;28;26;25;23;24;22;21;20;19;18;17;16;14;15;13;12;11;10;9;8;7;6;5;4;3;2;1;0
13;15636;29;28;27;26;23;24;25;22;20;21;19;17;18;16;15;14;13;12;11;10;9;8;7;6;5;4;3;2;1;0
